Category,Product,Subject,Date,Class,Decision,Day,Month,Year,Subject_Translate,extracted_subject
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
Bivalve molluscs and products...,food,Norovirus in oysters from France,7 APR 2023,information notification for attention,serious,7,APR,2023,"Translated(src=en, dest=en, text=Norovirus in oysters from France, pronunciation=Norovirus in oysters from France, extra_data=""{'translat..."")",Norovirus in oysters from France
